Hand_Tracker1 5 (Data: ((-0.531735, 0.372633, 0.760528, 0.992139), (0.603827, 0.796476, 0.031929, 1.218969), (-0.593844, 0.476205, -0.648520, 1.002260), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker2 5 (Data: ((0.881458, 0.386762, -0.271013, -0.594315), (-0.074447, 0.680479, 0.728976, 0.472428), (0.466358, -0.622385, 0.628607, 0.252632), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998040, 0.057800, 0.024005, -0.033258), (-0.048455, 0.470841, 0.880886, 1.695010), (0.039613, -0.880323, 0.472719, 0.678859), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998052, 0.057688, 0.023751, -0.032838), (-0.048172, 0.470707, 0.880974, 1.694523), (0.039642, -0.880402, 0.472569, 0.678739), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564913, -0.676957, 0.471808, 0.258921), (-0.815585, 0.544894, -0.194708, 0.448194), (-0.125276, -0.494793, -0.859934, 0.301709), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.563774, -0.677122, 0.472932, 0.259202), (-0.816427, 0.543491, -0.195103, 0.447424), (-0.124926, -0.496108, -0.859227, 0.301307), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker2 5 (Data: ((0.880803, 0.387352, -0.272296, -0.593821), (-0.073337, 0.679758, 0.729761, 0.471950), (0.467769, -0.622806, 0.627140, 0.252913), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker2 5 (Data: ((0.878931, 0.389551, -0.275193, -0.593211), (-0.072012, 0.678757, 0.730824, 0.471348), (0.471482, -0.622526, 0.624632, 0.253582), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998056, 0.057618, 0.023767, -0.032672), (-0.048100, 0.469544, 0.881598, 1.694366), (0.039636, -0.881027, 0.471403, 0.678969), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.562118, -0.677357, 0.474563, 0.259511), (-0.817698, 0.541241, -0.196031, 0.446402), (-0.124070, -0.498242, -0.858115, 0.300909), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker2 5 (Data: ((0.878261, 0.390473, -0.276022, -0.592929), (-0.073559, 0.680685, 0.728874, 0.471091), (0.472490, -0.619838, 0.626541, 0.254341), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_Cursor_down0 2 (Data: (0.379059, 0.601715); Id: 0; Window ptr: 0000000000000000)
TUIO_Cursor_down1 2 (Data: (0.377014, 0.799011); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998224, 0.053489, 0.026229, -0.031618), (-0.048158, 0.465346, 0.883818, 1.695261), (0.035069, -0.883511, 0.467095, 0.680552), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998035, 0.054586, 0.030769, -0.033039), (-0.052383, 0.457352, 0.887741, 1.697071), (0.034386, -0.887609, 0.459313, 0.682305), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.560880, -0.677269, 0.476151, 0.259849), (-0.818645, 0.539450, -0.197013, 0.445484), (-0.123429, -0.500299, -0.857010, 0.300594), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.560771, -0.677116, 0.476499, 0.260156), (-0.818782, 0.539012, -0.197641, 0.444921), (-0.123013, -0.500980, -0.856672, 0.300409), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.380524, 0.605652, 0.280031, 18.668734); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997776, 0.059851, 0.029351, -0.033958), (-0.053606, 0.458681, 0.886983, 1.696229), (0.039624, -0.886583, 0.460869, 0.681409), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997994, 0.055308, 0.030793, -0.032695), (-0.052682, 0.455972, 0.888434, 1.696818), (0.035096, -0.888274, 0.457971, 0.682669), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.562268, -0.676133, 0.476130, 0.260662), (-0.817775, 0.540171, -0.198646, 0.444534), (-0.122881, -0.501059, -0.856645, 0.300448), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564067, -0.674985, 0.475631, 0.261203), (-0.816420, 0.542145, -0.198840, 0.444333), (-0.123647, -0.500473, -0.856877, 0.300657), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997999, 0.055135, 0.030938, -0.032522), (-0.052723, 0.455748, 0.888546, 1.696666), (0.034890, -0.888400, 0.457743, 0.682667), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.565227, -0.674605, 0.474790, 0.261781), (-0.815483, 0.543806, -0.198148, 0.444172), (-0.124522, -0.499182, -0.857503, 0.300999), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997746, 0.060211, 0.029616, -0.033484), (-0.053982, 0.458123, 0.887248, 1.695749), (0.039854, -0.886847, 0.460341, 0.681509), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997755, 0.059997, 0.029752, -0.033368), (-0.054011, 0.458284, 0.887163, 1.695569), (0.039592, -0.886778, 0.460496, 0.681447), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.566113, -0.674318, 0.474144, 0.262195), (-0.814789, 0.544985, -0.197765, 0.444028), (-0.125045, -0.498284, -0.857949, 0.301197), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.565990, -0.673554, 0.475374, 0.262735), (-0.814715, 0.545164, -0.197577, 0.443671), (-0.126078, -0.499121, -0.857312, 0.301238), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997971, 0.055245, 0.031654, -0.032340), (-0.053396, 0.455365, 0.888702, 1.696399), (0.034683, -0.888589, 0.457391, 0.682734), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997741, 0.059970, 0.030272, -0.033381), (-0.054449, 0.457979, 0.887294, 1.695375), (0.039347, -0.886938, 0.460210, 0.681467), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.566545, -0.672666, 0.475969, 0.263218), (-0.814298, 0.545530, -0.198282, 0.443124), (-0.126278, -0.499916, -0.856818, 0.301229), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.566411, -0.672041, 0.477012, 0.263556), (-0.814389, 0.545130, -0.199008, 0.442601), (-0.126292, -0.501193, -0.856070, 0.301152), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.380066, 0.604645, 0.069140, 4.321234); Id: 0; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.377106, 0.798950, 0.006877, 0.429815); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997771, 0.059388, 0.030430, -0.033302), (-0.054309, 0.457719, 0.887437, 1.695281), (0.038775, -0.887111, 0.459924, 0.681423), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.565477, -0.672122, 0.478005, 0.263584), (-0.815103, 0.543874, -0.199521, 0.441996), (-0.125872, -0.502447, -0.855397, 0.301062), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.377136, 0.799500, 0.030585, 1.638791); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997687, 0.060595, 0.030800, -0.033705), (-0.055079, 0.455134, 0.888718, 1.695988), (0.039834, -0.888359, 0.457419, 0.682179), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997702, 0.060373, 0.030769, -0.033701), (-0.054936, 0.454847, 0.888874, 1.695771), (0.039669, -0.888521, 0.457118, 0.682134), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564670, -0.672905, 0.477856, 0.263444), (-0.815935, 0.542212, -0.200640, 0.441477), (-0.124088, -0.503195, -0.855218, 0.300976), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.564717, -0.672713, 0.478072, 0.263497), (-0.815887, 0.542247, -0.200742, 0.441290), (-0.124192, -0.503415, -0.855073, 0.301115), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.377167, 0.799744, 0.015378, -0.950487); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997719, 0.060094, 0.030755, -0.033649), (-0.054782, 0.454537, 0.889042, 1.695598), (0.039446, -0.888698, 0.456792, 0.682074), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997996, 0.057567, 0.026286, -0.033709), (-0.049872, 0.459731, 0.886657, 1.694017), (0.038958, -0.886190, 0.461681, 0.680048), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.566220, -0.671436, 0.478089, 0.263640), (-0.814823, 0.543459, -0.201783, 0.441461), (-0.124338, -0.503811, -0.854819, 0.301386), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.567939, -0.670060, 0.477981, 0.263808), (-0.813440, 0.545526, -0.201783, 0.441970), (-0.125545, -0.503409, -0.854879, 0.301691), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.380066, 0.604706, 0.003815, 0.238419); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997985, 0.057672, 0.026471, -0.033715), (-0.050097, 0.459997, 0.886506, 1.693646), (0.038949, -0.886046, 0.461959, 0.679778), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.571060, -0.667618, 0.477679, 0.264194), (-0.811023, 0.548863, -0.202462, 0.442463), (-0.127013, -0.503026, -0.854887, 0.302121), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.380066, 0.605042, 0.021812, 1.417197); Id: 0; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.377106, 0.800446, 0.041829, 2.453418); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998150, 0.056490, 0.022493, -0.032178), (-0.046351, 0.467514, 0.882769, 1.691102), (0.039352, -0.882179, 0.469268, 0.677855), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998191, 0.055819, 0.022327, -0.032058), (-0.045900, 0.467767, 0.882659, 1.690915), (0.038825, -0.882088, 0.469483, 0.677568), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.572411, -0.666324, 0.477869, 0.264497), (-0.809846, 0.550698, -0.202193, 0.442874), (-0.128435, -0.502738, -0.854845, 0.302627), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.573800, -0.663811, 0.479697, 0.265079), (-0.808327, 0.553246, -0.201310, 0.443277), (-0.131758, -0.503264, -0.854029, 0.303295), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998426, 0.050820, 0.023727, -0.031326), (-0.044690, 0.465249, 0.884051, 1.691789), (0.033888, -0.883720, 0.466788, 0.678441), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998426, 0.050825, 0.023720, -0.031401), (-0.044695, 0.465466, 0.883937, 1.691566), (0.033885, -0.883605, 0.467005, 0.678123), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.574758, -0.664167, 0.478055, 0.264722), (-0.807547, 0.554836, -0.200062, 0.443583), (-0.132368, -0.501039, -0.855242, 0.303769), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.574979, -0.665008, 0.476616, 0.264497), (-0.807288, 0.555814, -0.198385, 0.443698), (-0.132982, -0.498834, -0.856435, 0.304207), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379944, 0.605469, 0.029623, 1.974856); Id: 0; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.377075, 0.800507, 0.004549, 0.303286); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998204, 0.055682, 0.022090, -0.032432), (-0.045647, 0.468241, 0.882421, 1.690258), (0.038791, -0.881845, 0.469942, 0.676737), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575573, -0.665558, 0.475131, 0.264192), (-0.806821, 0.556868, -0.197327, 0.443639), (-0.133252, -0.496921, -0.857504, 0.304548), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379944, 0.605499, 0.001907, -1.732218); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998188, 0.055938, 0.022155, -0.032537), (-0.045829, 0.468337, 0.882361, 1.689987), (0.038981, -0.881777, 0.470052, 0.676488), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998145, 0.056690, 0.022214, -0.032821), (-0.046256, 0.468787, 0.882099, 1.689550), (0.039592, -0.881490, 0.470539, 0.676217), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575594, -0.665613, 0.475027, 0.264286), (-0.806779, 0.557015, -0.197085, 0.443413), (-0.133415, -0.496683, -0.857617, 0.304776), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575599, -0.665533, 0.475134, 0.264493), (-0.806775, 0.556989, -0.197173, 0.442978), (-0.133419, -0.496819, -0.857537, 0.304807), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379913, 0.605530, 0.002725, 0.172077); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997999, 0.057211, 0.026924, -0.032554), (-0.050378, 0.462143, 0.885374, 1.690986), (0.038210, -0.884958, 0.464100, 0.677863), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998433, 0.051472, 0.021958, -0.029238), (-0.043599, 0.469520, 0.881845, 1.688740), (0.035080, -0.881420, 0.471028, 0.674742), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575603, -0.664748, 0.476227, 0.264889), (-0.806796, 0.556576, -0.198248, 0.442375), (-0.133272, -0.498331, -0.856683, 0.304568), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.575152, -0.665640, 0.475525, 0.264947), (-0.807491, 0.555040, -0.199723, 0.441543), (-0.130992, -0.498853, -0.856730, 0.303944), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379944, 0.605072, 0.030585, 1.857343); Id: 0; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.376892, 0.799927, 0.040537, 2.702482); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997996, 0.057311, 0.026823, -0.032985), (-0.050295, 0.461204, 0.885867, 1.690388), (0.038399, -0.885441, 0.463163, 0.677684), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.576248, -0.664052, 0.476417, 0.265431), (-0.806846, 0.555069, -0.202234, 0.440894), (-0.130151, -0.500932, -0.855645, 0.303275), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379822, 0.604279, 0.050175, 1.224324); Id: 0; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.376831, 0.799530, 0.025087, -0.965623); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.997822, 0.057944, 0.031514, -0.034805), (-0.054390, 0.452536, 0.890086, 1.692444), (0.037314, -0.889861, 0.454703, 0.679445), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998054, 0.052947, 0.032922, -0.033853), (-0.053280, 0.450059, 0.891408, 1.692766), (0.032381, -0.891428, 0.452004, 0.680432), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.577279, -0.662211, 0.477730, 0.265969), (-0.806135, 0.555332, -0.204336, 0.440332), (-0.129985, -0.503073, -0.854413, 0.302626), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.578069, -0.660672, 0.478904, 0.266525), (-0.805516, 0.555756, -0.205619, 0.439696), (-0.130307, -0.504627, -0.853447, 0.302040), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998197, 0.052347, 0.029373, -0.033056), (-0.050050, 0.455720, 0.888715, 1.690581), (0.033136, -0.888583, 0.457518, 0.678955), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998246, 0.051622, 0.028989, -0.032946), (-0.049390, 0.456116, 0.888549, 1.690027), (0.032646, -0.888422, 0.457865, 0.678683), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.578798, -0.657498, 0.482380, 0.267707), (-0.804540, 0.556947, -0.206216, 0.439147), (-0.133073, -0.507451, -0.851343, 0.301888), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.579887, -0.659086, 0.478892, 0.267154), (-0.804069, 0.557643, -0.206173, 0.438645), (-0.131165, -0.504619, -0.853321, 0.301575), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379822, 0.604248, 0.001907, 0.119209); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998292, 0.051080, 0.028357, -0.033095), (-0.048607, 0.456865, 0.888207, 1.689569), (0.032414, -0.888068, 0.458568, 0.678228), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.580071, -0.659901, 0.477544, 0.267098), (-0.803921, 0.558260, -0.205080, 0.438045), (-0.131261, -0.502868, -0.854339, 0.301633), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379822, 0.604279, 0.001927, 0.001227); Id: 0; Window ptr: 0000000000000000)
TUIO_Cursor_down2 2 (Data: (0.610992, 0.787415); Id: 2; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998312, 0.050698, 0.028321, -0.033240), (-0.048401, 0.456908, 0.888196, 1.689362), (0.032090, -0.888068, 0.458591, 0.678032), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998330, 0.050391, 0.028230, -0.033300), (-0.048191, 0.457259, 0.888027, 1.689116), (0.031841, -0.887905, 0.458924, 0.677754), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.580437, -0.660277, 0.476579, 0.267251), (-0.803563, 0.559188, -0.203950, 0.437423), (-0.131834, -0.501341, -0.855147, 0.301862), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.581628, -0.660029, 0.475469, 0.267573), (-0.802485, 0.561233, -0.202574, 0.436826), (-0.133144, -0.499379, -0.856092, 0.302099), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove0 4 (Data: (0.379791, 0.604492, 0.009537, 0.311716); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998355, 0.049852, 0.028330, -0.033495), (-0.048034, 0.457310, 0.888009, 1.689043), (0.031314, -0.887909, 0.458953, 0.677520), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998794, 0.043222, 0.023267, -0.029943), (-0.040706, 0.464423, 0.884677, 1.687554), (0.027432, -0.884558, 0.465623, 0.674510), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.582820, -0.659489, 0.474759, 0.268183), (-0.801503, 0.562774, -0.202183, 0.435982), (-0.133845, -0.498357, -0.856578, 0.302235), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.583737, -0.658683, 0.474751, 0.268867), (-0.800773, 0.563693, -0.202517, 0.434941), (-0.134219, -0.498384, -0.856504, 0.302194), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.376831, 0.798889, 0.016403, 1.093514); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998808, 0.042790, 0.023505, -0.030229), (-0.040705, 0.464094, 0.884850, 1.687707), (0.026954, -0.884752, 0.465282, 0.674310), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.583334, -0.658801, 0.475082, 0.269640), (-0.801112, 0.563121, -0.202767, 0.433658), (-0.133945, -0.498875, -0.856261, 0.301900), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
TUIO_CursorMove1 4 (Data: (0.376709, 0.800110, 0.076674, 3.766984); Id: 1; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998818, 0.042504, 0.023578, -0.030485), (-0.040634, 0.463998, 0.884904, 1.687779), (0.026672, -0.884816, 0.465176, 0.674008), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Head_Tracker 5 (Data: ((0.998837, 0.042091, 0.023523, -0.030731), (-0.040389, 0.463858, 0.884988, 1.687907), (0.026339, -0.884909, 0.465019, 0.673695), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.584138, -0.657118, 0.476422, 0.270710), (-0.800541, 0.563245, -0.204667, 0.432136), (-0.133852, -0.500950, -0.855063, 0.301610), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
Hand_Tracker1 5 (Data: ((-0.585744, -0.654739, 0.477725, 0.271894), (-0.799406, 0.563875, -0.207352, 0.430552), (-0.133616, -0.503351, -0.853689, 0.301189), (0.000000, 0.000000, 0.000000, 1.000000)); Id: 0; Window ptr: 0000000000000000)
FinishedQueue 0 (Data: ; Id: -1; Window ptr: 0000000000000000)
